OBJECTID,SciName,CommName_E,CommName_F,Population,SpeciesID,SiteID,SiteName,CHApproach,CHMethod,Region,ProvTerr,LandTenure,UTMZone,Easting,Northing,Latitude,Longitude,Area_ha,Comments,DateEdited,CHStatus,CHDetail,CHVariant,FedDept,Shape_Leng,Shape_Area
460,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371470.8371,5444350.337,49.13852649,-118.7621744,0.204934688,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,178.6820519,2049.346884
461,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373882.44,5444281.932,49.13841123,-118.7291051,0.163383361,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,208.1615354,1633.833611
462,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,365996.344,5444515.956,49.13884589,-118.8372468,0.071848784,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,119.6486298,718.4878433
463,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331818.4126,5444892.067,49.13382265,-119.3056401,72.2907138,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,6206.317471,722907.138
464,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368132.166,5444424.762,49.13848812,-118.8079493,2.249132074,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,585.6718621,22491.32074
465,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,364971.9233,5444515.528,49.13861775,-118.8512842,1.987551661,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,773.7125599,19875.51661
466,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345059.7859,5445070.14,49.13890482,-119.1243159,0.25802935,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,254.0216037,2580.293501
467,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373914.3594,5444356.586,49.13908902,-118.728691,0.078697993,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,135.9371394,786.9799308
468,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373061.4629,5444399.704,49.13930107,-118.7403926,0.05173794,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,95.44717861,517.3793989
469,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371762.7523,5444436.018,49.13935786,-118.7582014,0.196423461,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,243.3609281,1964.234607
470,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368547.5354,5444485.431,49.1391226,-118.8022772,1.507204514,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,516.7628384,15072.04514
471,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373909.2364,5444418.312,49.13964296,-118.7287805,0.062695729,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,135.2160358,626.9572855
472,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,372776.3176,5444400.36,49.13924798,-118.7443004,1.030002951,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,417.8434344,10300.02951
473,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,365838.6544,5444734.666,49.14077784,-118.8394804,0.354389981,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,261.83241,3543.899806
474,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,361526.8395,5444747.107,49.13993295,-118.8985703,5.096666785,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1151.067332,50966.66785
475,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,343377.2452,5445338.835,49.14089353,-119.147472,0.204250018,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,211.3258332,2042.500184
476,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,363910.0972,5444738.548,49.14038855,-118.8659095,0.806912426,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,518.6953331,8069.124263
477,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,343598.9908,5445105.95,49.13885661,-119.1443435,9.586213201,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2316.781384,95862.13201
478,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374744.0984,5443900.432,49.1351573,-118.7171786,142.0384761,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,11781.63529,1420384.761
479,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,364594.1268,5444792.16,49.14102171,-118.856554,5.214272446,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1013.110577,52142.72446
480,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368146.4751,5444846.265,49.14228088,-118.8078911,1.514799379,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,509.1664449,15147.99379
481,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344713.2054,5445507.405,49.14274797,-119.1292327,0.149217234,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,275.2337693,1492.172342
482,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,331089.5589,5445625.973,49.14021914,-119.315931,21.97747245,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3025.373607,219774.7245
483,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,375169.1352,5444872.638,49.14398527,-118.7116554,0.121698527,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,166.6324579,1216.985269
484,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330548.9235,5445991.453,49.1433552,-119.3234909,4.585102314,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1320.430743,45851.02314
485,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374108.0514,5444731.945,49.14250371,-118.7261539,16.37308574,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2000.216929,163730.8574
486,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330642.0903,5446145.763,49.14476783,-119.3222794,0.597159221,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,373.4100014,5971.59221
487,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,348617.1192,5445504.079,49.14369251,-119.0757398,7.070345563,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1894.915616,70703.45563
488,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,366203.6257,5445233.855,49.14534554,-118.8346447,0.030162295,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,91.64532593,301.6229516
489,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,374662.8821,5444869.965,49.14385815,-118.7185929,18.72954831,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3194.949486,187295.4831
490,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345736.3405,5445776.799,49.1454274,-119.1153171,0.137652611,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,182.4373901,1376.526109
491,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345274.5717,5445719.557,49.1447967,-119.1216225,1.354429604,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,580.3910604,13544.29604
492,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,361501.0186,5445272.907,49.1446543,-118.8991048,2.812429392,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,930.5070004,28124.29392
493,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345161.833,5445829.626,49.14575773,-119.1232096,0.170209909,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,191.6399387,1702.099091
494,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,373116.2813,5444054.54,49.13620894,-118.7395327,79.07749625,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,12911.01628,790774.9625
495,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345618.741,5445322.593,49.14131489,-119.1167545,19.94926963,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4949.961902,199492.6963
496,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,349495.5554,5445644.141,49.14516745,-119.0637554,2.211650173,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,725.3104837,22116.50173
497,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,362018.406,5445321.589,49.14520841,-118.8920311,12.94850377,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3605.193992,129485.0377
498,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,362533.7947,5445372.737,49.14578383,-118.8849854,12.26002516,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1829.022405,122600.2516
499,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369669.8678,5445296.949,49.14665809,-118.7871598,4.074484796,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,877.9647201,40744.84796
500,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345015.2545,5445801.203,49.14546526,-119.1252071,3.314180464,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1327.533113,33141.80464
501,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371168.1035,5445045.044,49.14470927,-118.7665449,15.56345086,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3140.808343,155634.5086
502,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,372981.2671,5445317.842,49.14753968,-118.7417809,2.285177789,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,713.1197265,22851.77789
503,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326280.3445,5446705.237,49.14857821,-119.3822764,0.044194213,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,102.446646,441.9421279
504,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369408.4828,5445544.734,49.1488304,-118.7908226,2.551441453,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,618.6574849,25514.41453
505,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371966.0383,5445212.102,49.14637816,-118.7556621,46.1379354,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5507.11546,461379.354
506,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368711.0351,5445733.154,49.15037577,-118.8004432,3.045622742,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,779.1318971,30456.22742
507,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,324307.5487,5446977.312,49.15046234,-119.4094237,2.198933846,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1066.090713,21989.33846
508,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369877.8284,5446031.757,49.15330885,-118.7845469,0.02226834,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,70.51435342,222.6834003
509,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,369991.5488,5445941.314,49.15251976,-118.7829589,2.754868503,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,775.8045102,27548.68503
510,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,324138.7188,5447212.562,49.15252831,-119.4118396,3.29259316,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1057.604472,32925.9316
511,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368391.1085,5446149.232,49.15404821,-118.8049642,1.371551079,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,468.5611575,13715.51079
512,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,363451.8174,5436820.819,49.06910132,-118.8695123,8607.556836,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,565766.9419,86075568.36
513,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,367114.0618,5446549.939,49.15737586,-118.8226014,2.790468338,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,623.2184196,27904.68338
514,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,346068.5359,5446755.274,49.15430651,-119.111139,45.46005044,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,5528.912923,454600.5044
515,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,351322.1361,5447144.636,49.15910125,-119.0392794,16.75346307,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1894.073708,167534.6307
516,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,350484.6905,5447175.334,49.15917385,-119.0507696,11.76478992,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1945.978023,117647.8992
517,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,350851.1811,5447198.482,49.15947108,-119.0457547,2.946243694,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,832.4895143,29462.43694
518,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368837.2743,5447075.595,49.16247255,-118.7991502,0.321009146,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,259.3573959,3210.091456
519,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328706.5529,5447964.616,49.16057868,-119.3495701,4.796679541,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1602.430364,47966.79541
520,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,349070.6956,5437984.663,49.07620775,-119.0667139,5152.810343,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,210485.5265,51528103.43
521,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371454.5062,5447028.24,49.16260041,-118.7632527,0.688560619,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,444.1600377,6885.606194
522,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,366421.8518,5446831.48,49.15975692,-118.8321838,31.53559411,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4062.003402,315355.9411
523,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,371710.2795,5447005.126,49.16244611,-118.7597386,3.409561986,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1024.310645,34095.61986
525,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,367042.5396,5447316.014,49.164248,-118.8238348,0.355089111,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,303.0505461,3550.891111
526,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,365521.7795,5447125.033,49.16219966,-118.8446207,41.39717844,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,4130.105644,413971.7844
527,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,370584.2614,5446670.984,49.15920546,-118.775069,192.1833272,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,15774.27284,1921833.272
528,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,368328.3742,5446961.818,49.16134064,-118.8060899,247.0778005,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,10516.09424,2470778.005
529,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328255.4344,5449221.233,49.1717468,-119.3562886,0.893014413,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,530.4860558,8930.144128
530,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327667.8762,5449254.221,49.17187858,-119.3643567,9.550387496,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2196.760756,95503.87496
531,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328494.81,5449899.918,49.17791359,-119.3532967,4.702237894,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1119.118898,47022.37894
532,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,329244.5673,5450767.732,49.18592244,-119.3433864,1.205352967,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,520.0061561,12053.52967
533,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328397.9657,5451018.577,49.18794071,-119.3551017,1.060626747,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,447.1686901,10606.26747
534,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328690.7304,5451054.624,49.18834653,-119.3511026,0.075695151,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,184.8992888,756.951507
535,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326418.0506,5451105.702,49.18816665,-119.3822876,3.303951119,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,776.238912,33039.51119
536,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,326561.3305,5451505.679,49.19180199,-119.3804955,8.277480718,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1509.949688,82774.80718
